# Trace from filein = ./62270a01                                                                                                                   
#   time        TI0                                                                                                                          
   2.7385E+00   1.6946E+00
   2.7385E+00   1.6947E+00
   2.7385E+00   1.6947E+00
   2.7385E+00   1.6946E+00
   2.7385E+00   1.6946E+00
   2.7385E+00   1.6944E+00
   2.7385E+00   1.6942E+00
   2.7385E+00   1.6941E+00
   2.7386E+00   1.6940E+00
   2.7386E+00   1.6938E+00
   2.7386E+00   1.6937E+00
   2.7386E+00   1.6936E+00
   2.7387E+00   1.6933E+00
   2.7388E+00   1.6927E+00
   2.7389E+00   1.6918E+00
   2.7392E+00   1.6903E+00
   2.7396E+00   1.6882E+00
   2.7396E+00   1.6880E+00
   2.7397E+00   1.6878E+00
   2.7397E+00   1.6876E+00
   2.7397E+00   1.6874E+00
   2.7397E+00   1.6874E+00
   2.7397E+00   1.6874E+00
   2.7397E+00   1.6874E+00
   2.7398E+00   1.6874E+00
   2.7398E+00   1.6875E+00
   2.7398E+00   1.6875E+00
   2.7399E+00   1.6876E+00
   2.7399E+00   1.6878E+00
   2.7400E+00   1.6880E+00
   2.7401E+00   1.6883E+00
   2.7403E+00   1.6888E+00
   2.7406E+00   1.6895E+00
   2.7412E+00   1.6906E+00
   2.7422E+00   1.6921E+00
   2.7440E+00   1.6940E+00
   2.7468E+00   1.6963E+00
   2.7516E+00   1.6988E+00
   2.7591E+00   1.7006E+00
   2.7666E+00   1.7013E+00
   2.7741E+00   1.7007E+00
   2.7816E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6989E+00
   2.7817E+00   1.6990E+00
   2.7817E+00   1.6990E+00
   2.7817E+00   1.6990E+00
   2.7817E+00   1.6990E+00
   2.7817E+00   1.6990E+00
   2.7817E+00   1.6990E+00
   2.7817E+00   1.6990E+00
   2.7817E+00   1.6990E+00
   2.7817E+00   1.6990E+00
   2.7818E+00   1.6990E+00
   2.7818E+00   1.6990E+00
   2.7818E+00   1.6990E+00
   2.7819E+00   1.6990E+00
   2.7819E+00   1.6989E+00
   2.7819E+00   1.6988E+00
   2.7820E+00   1.6987E+00
   2.7821E+00   1.6985E+00
   2.7821E+00   1.6983E+00
   2.7821E+00   1.6983E+00
   2.7821E+00   1.6983E+00
   2.7821E+00   1.6983E+00
   2.7822E+00   1.6983E+00
   2.7822E+00   1.6982E+00
   2.7822E+00   1.6982E+00
   2.7822E+00   1.6982E+00
   2.7822E+00   1.6981E+00
   2.7822E+00   1.6981E+00
   2.7822E+00   1.6981E+00
   2.7822E+00   1.6981E+00
   2.7822E+00   1.6981E+00
   2.7822E+00   1.6981E+00
   2.7822E+00   1.6981E+00
   2.7822E+00   1.6981E+00
   2.7822E+00   1.6982E+00
   2.7822E+00   1.6984E+00
   2.7822E+00   1.6987E+00
   2.7823E+00   1.6991E+00
   2.7823E+00   1.6998E+00
   2.7824E+00   1.7007E+00
   2.7824E+00   1.7013E+00
   2.7824E+00   1.7015E+00
   2.7825E+00   1.7019E+00
   2.7825E+00   1.7020E+00
   2.7825E+00   1.7021E+00
   2.7825E+00   1.7022E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7024E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7023E+00
   2.7825E+00   1.7023E+00
   2.7826E+00   1.7023E+00
   2.7826E+00   1.7022E+00
   2.7826E+00   1.7021E+00
   2.7827E+00   1.7020E+00
   2.7828E+00   1.7020E+00
   2.7828E+00   1.7020E+00
   2.7828E+00   1.7020E+00
   2.7828E+00   1.7019E+00
   2.7829E+00   1.7019E+00
   2.7829E+00   1.7018E+00
   2.7830E+00   1.7017E+00
   2.7833E+00   1.7015E+00
   2.7836E+00   1.7013E+00
   2.7843E+00   1.7011E+00
   2.7854E+00   1.7009E+00
   2.7867E+00   1.7005E+00
   2.7890E+00   1.6998E+00
   2.7929E+00   1.6982E+00
   2.7961E+00   1.6969E+00
   2.8006E+00   1.6954E+00
   2.8081E+00   1.6937E+00
   2.8156E+00   1.6922E+00
   2.8231E+00   1.6908E+00
   2.8306E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6894E+00
   2.8307E+00   1.6893E+00
   2.8307E+00   1.6893E+00
   2.8307E+00   1.6893E+00
   2.8308E+00   1.6893E+00
   2.8308E+00   1.6893E+00
   2.8308E+00   1.6892E+00
   2.8308E+00   1.6892E+00
   2.8309E+00   1.6892E+00
   2.8310E+00   1.6891E+00
   2.8310E+00   1.6890E+00
   2.8311E+00   1.6889E+00
   2.8312E+00   1.6888E+00
   2.8312E+00   1.6887E+00
   2.8312E+00   1.6887E+00
   2.8312E+00   1.6887E+00
   2.8313E+00   1.6887E+00
   2.8313E+00   1.6886E+00
   2.8313E+00   1.6886E+00
   2.8313E+00   1.6886E+00
   2.8314E+00   1.6883E+00
   2.8314E+00   1.6879E+00
   2.8315E+00   1.6873E+00
   2.8315E+00   1.6866E+00
   2.8316E+00   1.6863E+00
   2.8317E+00   1.6858E+00
   2.8318E+00   1.6851E+00
   2.8319E+00   1.6843E+00
   2.8321E+00   1.6833E+00
   2.8324E+00   1.6818E+00
   2.8330E+00   1.6798E+00
   2.8339E+00   1.6774E+00
   2.8355E+00   1.6745E+00
   2.8365E+00   1.6727E+00
   2.8375E+00   1.6712E+00
   2.8394E+00   1.6691E+00
   2.8426E+00   1.6658E+00
   2.8481E+00   1.6603E+00
   2.8556E+00   1.6538E+00
   2.8631E+00   1.6485E+00
   2.8632E+00   1.6491E+00
   2.8633E+00   1.6493E+00
   2.8633E+00   1.6494E+00
   2.8633E+00   1.6494E+00
   2.8633E+00   1.6494E+00
   2.8633E+00   1.6495E+00
   2.8633E+00   1.6496E+00
   2.8633E+00   1.6497E+00
   2.8633E+00   1.6498E+00
   2.8633E+00   1.6498E+00
   2.8634E+00   1.6499E+00
   2.8634E+00   1.6501E+00
   2.8634E+00   1.6502E+00
   2.8635E+00   1.6504E+00
   2.8635E+00   1.6507E+00
   2.8635E+00   1.6509E+00
   2.8636E+00   1.6510E+00
   2.8636E+00   1.6511E+00
   2.8636E+00   1.6511E+00
   2.8636E+00   1.6512E+00
   2.8636E+00   1.6512E+00
   2.8636E+00   1.6513E+00
   2.8636E+00   1.6513E+00
   2.8637E+00   1.6514E+00
   2.8637E+00   1.6516E+00
   2.8638E+00   1.6518E+00
   2.8639E+00   1.6522E+00
   2.8641E+00   1.6525E+00
   2.8644E+00   1.6530E+00
   2.8647E+00   1.6532E+00
   2.8650E+00   1.6535E+00
   2.8652E+00   1.6536E+00
   2.8654E+00   1.6538E+00
   2.8659E+00   1.6538E+00
   2.8662E+00   1.6538E+00
   2.8664E+00   1.6539E+00
   2.8668E+00   1.6538E+00
   2.8672E+00   1.6537E+00
   2.8677E+00   1.6532E+00
   2.8684E+00   1.6525E+00
   2.8689E+00   1.6521E+00
   2.8690E+00   1.6520E+00
   2.8691E+00   1.6519E+00
   2.8692E+00   1.6519E+00
   2.8693E+00   1.6520E+00
   2.8693E+00   1.6520E+00
   2.8694E+00   1.6521E+00
   2.8695E+00   1.6521E+00
   2.8696E+00   1.6522E+00
   2.8696E+00   1.6522E+00
   2.8696E+00   1.6522E+00
   2.8696E+00   1.6522E+00
   2.8697E+00   1.6522E+00
   2.8697E+00   1.6522E+00
   2.8698E+00   1.6523E+00
   2.8698E+00   1.6523E+00
   2.8698E+00   1.6523E+00
   2.8698E+00   1.6523E+00
   2.8698E+00   1.6523E+00
   2.8698E+00   1.6523E+00
   2.8699E+00   1.6523E+00
   2.8699E+00   1.6523E+00
   2.8699E+00   1.6523E+00
   2.8699E+00   1.6523E+00
   2.8699E+00   1.6523E+00
   2.8699E+00   1.6523E+00
   2.8699E+00   1.6522E+00
   2.8699E+00   1.6521E+00
   2.8700E+00   1.6518E+00
   2.8700E+00   1.6515E+00
   2.8701E+00   1.6511E+00
   2.8703E+00   1.6504E+00
   2.8706E+00   1.6493E+00
   2.8710E+00   1.6475E+00
   2.8719E+00   1.6446E+00
   2.8730E+00   1.6412E+00
   2.8736E+00   1.6392E+00
   2.8747E+00   1.6362E+00
   2.8747E+00   1.6362E+00
   2.8747E+00   1.6362E+00
   2.8747E+00   1.6362E+00
   2.8747E+00   1.6362E+00
   2.8747E+00   1.6362E+00
   2.8747E+00   1.6363E+00
   2.8747E+00   1.6363E+00
   2.8748E+00   1.6363E+00
   2.8748E+00   1.6363E+00
   2.8748E+00   1.6363E+00
   2.8748E+00   1.6364E+00
   2.8748E+00   1.6364E+00
   2.8748E+00   1.6364E+00
   2.8749E+00   1.6365E+00
   2.8749E+00   1.6365E+00
   2.8749E+00   1.6366E+00
   2.8750E+00   1.6366E+00
   2.8750E+00   1.6367E+00
   2.8751E+00   1.6367E+00
   2.8752E+00   1.6367E+00
   2.8754E+00   1.6367E+00
   2.8758E+00   1.6364E+00
   2.8764E+00   1.6358E+00
   2.8768E+00   1.6355E+00
   2.8774E+00   1.6351E+00
   2.8782E+00   1.6345E+00
   2.8797E+00   1.6343E+00
   2.8822E+00   1.6352E+00
   2.8866E+00   1.6388E+00
   2.8866E+00   1.6388E+00
   2.8866E+00   1.6388E+00
   2.8866E+00   1.6388E+00
   2.8866E+00   1.6388E+00
   2.8866E+00   1.6388E+00
   2.8866E+00   1.6388E+00
   2.8867E+00   1.6388E+00
   2.8867E+00   1.6387E+00
   2.8867E+00   1.6387E+00
   2.8867E+00   1.6387E+00
   2.8867E+00   1.6387E+00
   2.8867E+00   1.6387E+00
   2.8868E+00   1.6387E+00
   2.8868E+00   1.6387E+00
   2.8869E+00   1.6387E+00
   2.8870E+00   1.6387E+00
   2.8870E+00   1.6387E+00
   2.8871E+00   1.6387E+00
   2.8871E+00   1.6387E+00
   2.8871E+00   1.6387E+00
   2.8872E+00   1.6388E+00
   2.8873E+00   1.6387E+00
   2.8874E+00   1.6387E+00
   2.8877E+00   1.6388E+00
   2.8877E+00   1.6388E+00
   2.8877E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8878E+00   1.6388E+00
   2.8879E+00   1.6388E+00
   2.8879E+00   1.6388E+00
   2.8879E+00   1.6388E+00
   2.8879E+00   1.6388E+00
   2.8880E+00   1.6389E+00
   2.8880E+00   1.6390E+00
   2.8881E+00   1.6392E+00
   2.8883E+00   1.6395E+00
   2.8886E+00   1.6401E+00
   2.8892E+00   1.6410E+00
   2.8901E+00   1.6424E+00
   2.8917E+00   1.6443E+00
   2.8945E+00   1.6466E+00
   2.8976E+00   1.6490E+00
   2.8982E+00   1.6497E+00
   2.8987E+00   1.6503E+00
   2.8995E+00   1.6510E+00
   2.9009E+00   1.6522E+00
   2.9034E+00   1.6536E+00
   2.9048E+00   1.6546E+00
   2.9072E+00   1.6558E+00
   2.9114E+00   1.6573E+00
   2.9158E+00   1.6489E+00
   2.9181E+00   1.6447E+00
   2.9216E+00   1.6392E+00
   2.9220E+00   1.6385E+00
   2.9223E+00   1.6383E+00
   2.9223E+00   1.6384E+00
   2.9223E+00   1.6384E+00
   2.9223E+00   1.6384E+00
   2.9223E+00   1.6384E+00
   2.9223E+00   1.6385E+00
   2.9224E+00   1.6385E+00
   2.9224E+00   1.6385E+00
   2.9224E+00   1.6385E+00
   2.9224E+00   1.6386E+00
   2.9224E+00   1.6386E+00
   2.9225E+00   1.6387E+00
   2.9225E+00   1.6387E+00
   2.9226E+00   1.6388E+00
   2.9226E+00   1.6388E+00
   2.9226E+00   1.6388E+00
   2.9226E+00   1.6389E+00
   2.9227E+00   1.6389E+00
   2.9227E+00   1.6389E+00
   2.9227E+00   1.6390E+00
   2.9228E+00   1.6390E+00
   2.9228E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6391E+00
   2.9229E+00   1.6392E+00
   2.9229E+00   1.6392E+00
   2.9229E+00   1.6392E+00
   2.9230E+00   1.6393E+00
   2.9230E+00   1.6393E+00
   2.9231E+00   1.6394E+00
   2.9232E+00   1.6395E+00
   2.9233E+00   1.6396E+00
   2.9235E+00   1.6397E+00
   2.9239E+00   1.6399E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9245E+00   1.6402E+00
   2.9246E+00   1.6401E+00
   2.9246E+00   1.6401E+00
   2.9247E+00   1.6400E+00
   2.9248E+00   1.6398E+00
   2.9250E+00   1.6394E+00
   2.9252E+00   1.6390E+00
   2.9252E+00   1.6390E+00
   2.9252E+00   1.6390E+00
   2.9253E+00   1.6389E+00
   2.9253E+00   1.6389E+00
   2.9253E+00   1.6388E+00
   2.9254E+00   1.6387E+00
   2.9254E+00   1.6386E+00
   2.9256E+00   1.6383E+00
   2.9258E+00   1.6376E+00
   2.9262E+00   1.6364E+00
   2.9269E+00   1.6365E+00
   2.9275E+00   1.6367E+00
   2.9283E+00   1.6372E+00
   2.9294E+00   1.6383E+00
   2.9300E+00   1.6389E+00
   2.9311E+00   1.6403E+00
   2.9330E+00   1.6431E+00
   2.9340E+00   1.6446E+00
   2.9353E+00   1.6466E+00
   2.9373E+00   1.6496E+00
   2.9402E+00   1.6539E+00
   2.9454E+00   1.6598E+00
   2.9529E+00   1.6658E+00
   2.9530E+00   1.6659E+00
   2.9531E+00   1.6660E+00
   2.9532E+00   1.6662E+00
   2.9535E+00   1.6665E+00
   2.9536E+00   1.6667E+00
   2.9537E+00   1.6667E+00
   2.9537E+00   1.6668E+00
   2.9538E+00   1.6668E+00
   2.9538E+00   1.6667E+00
   2.9539E+00   1.6665E+00
   2.9541E+00   1.6662E+00
   2.9544E+00   1.6656E+00
   2.9549E+00   1.6646E+00
   2.9558E+00   1.6628E+00
   2.9560E+00   1.6624E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9562E+00   1.6621E+00
   2.9563E+00   1.6621E+00
   2.9563E+00   1.6621E+00
   2.9563E+00   1.6622E+00
   2.9563E+00   1.6622E+00
   2.9563E+00   1.6622E+00
   2.9563E+00   1.6622E+00
   2.9564E+00   1.6623E+00
   2.9564E+00   1.6623E+00
   2.9565E+00   1.6624E+00
   2.9567E+00   1.6626E+00
   2.9570E+00   1.6628E+00
   2.9574E+00   1.6632E+00
   2.9582E+00   1.6635E+00
   2.9583E+00   1.6637E+00
   2.9586E+00   1.6639E+00
   2.9587E+00   1.6639E+00
   2.9587E+00   1.6640E+00
   2.9588E+00   1.6641E+00
   2.9590E+00   1.6643E+00
   2.9591E+00   1.6643E+00
   2.9591E+00   1.6643E+00
   2.9591E+00   1.6643E+00
   2.9592E+00   1.6644E+00
   2.9593E+00   1.6645E+00
   2.9594E+00   1.6646E+00
   2.9597E+00   1.6648E+00
   2.9602E+00   1.6651E+00
   2.9610E+00   1.6653E+00
   2.9625E+00   1.6656E+00
   2.9650E+00   1.6657E+00
   2.9655E+00   1.6658E+00
   2.9659E+00   1.6659E+00
   2.9659E+00   1.6659E+00
   2.9659E+00   1.6659E+00
   2.9659E+00   1.6659E+00
   2.9659E+00   1.6660E+00
   2.9659E+00   1.6660E+00
   2.9659E+00   1.6660E+00
   2.9660E+00   1.6661E+00
   2.9660E+00   1.6661E+00
   2.9660E+00   1.6661E+00
   2.9660E+00   1.6661E+00
   2.9660E+00   1.6661E+00
   2.9661E+00   1.6661E+00
   2.9661E+00   1.6662E+00
   2.9661E+00   1.6662E+00
   2.9661E+00   1.6662E+00
   2.9661E+00   1.6662E+00
   2.9661E+00   1.6662E+00
   2.9662E+00   1.6662E+00
   2.9662E+00   1.6663E+00
   2.9663E+00   1.6664E+00
   2.9665E+00   1.6666E+00
   2.9669E+00   1.6663E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6660E+00
   2.9674E+00   1.6659E+00
   2.9674E+00   1.6659E+00
   2.9674E+00   1.6659E+00
   2.9675E+00   1.6659E+00
   2.9675E+00   1.6659E+00
   2.9676E+00   1.6659E+00
   2.9677E+00   1.6658E+00
   2.9678E+00   1.6658E+00
   2.9681E+00   1.6659E+00
   2.9684E+00   1.6662E+00
   2.9688E+00   1.6665E+00
   2.9694E+00   1.6672E+00
   2.9704E+00   1.6687E+00
   2.9721E+00   1.6715E+00
   2.9751E+00   1.6765E+00
   2.9786E+00   1.6821E+00
   2.9833E+00   1.6895E+00
   2.9908E+00   1.6999E+00
   2.9909E+00   1.7000E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7003E+00
   2.9911E+00   1.7004E+00
   2.9911E+00   1.7004E+00
   2.9912E+00   1.7005E+00
   2.9912E+00   1.7005E+00
   2.9912E+00   1.7006E+00
   2.9913E+00   1.7007E+00
   2.9913E+00   1.7007E+00
   2.9913E+00   1.7008E+00
   2.9913E+00   1.7009E+00
   2.9914E+00   1.7010E+00
   2.9915E+00   1.7012E+00
   2.9915E+00   1.7012E+00
   2.9916E+00   1.7013E+00
   2.9916E+00   1.7014E+00
   2.9917E+00   1.7016E+00
   2.9917E+00   1.7016E+00
   2.9918E+00   1.7016E+00
   2.9918E+00   1.7016E+00
   2.9918E+00   1.7016E+00
   2.9918E+00   1.7017E+00
   2.9918E+00   1.7017E+00
   2.9918E+00   1.7017E+00
   2.9918E+00   1.7018E+00
   2.9919E+00   1.7018E+00
   2.9919E+00   1.7019E+00
   2.9920E+00   1.7019E+00
   2.9920E+00   1.7020E+00
   2.9921E+00   1.7022E+00
   2.9923E+00   1.7024E+00
   2.9927E+00   1.7027E+00
   2.9933E+00   1.7031E+00
   2.9936E+00   1.7033E+00
   2.9938E+00   1.7035E+00
   2.9938E+00   1.7035E+00
   2.9938E+00   1.7035E+00
   2.9938E+00   1.7035E+00
   2.9938E+00   1.7035E+00
   2.9938E+00   1.7035E+00
   2.9938E+00   1.7035E+00
   2.9939E+00   1.7035E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9939E+00   1.7036E+00
   2.9940E+00   1.7036E+00
   2.9941E+00   1.7037E+00
   2.9942E+00   1.7038E+00
   2.9943E+00   1.7038E+00
   2.9943E+00   1.7038E+00
   2.9944E+00   1.7038E+00
   2.9945E+00   1.7039E+00
   2.9945E+00   1.7039E+00
   2.9945E+00   1.7039E+00
   2.9945E+00   1.7039E+00
   2.9945E+00   1.7039E+00
   2.9946E+00   1.7039E+00
   2.9946E+00   1.7039E+00
   2.9947E+00   1.7039E+00
   2.9948E+00   1.7039E+00
   2.9950E+00   1.7039E+00
   2.9951E+00   1.7039E+00
   2.9951E+00   1.7039E+00
   2.9951E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9952E+00   1.7039E+00
   2.9953E+00   1.7039E+00
   2.9953E+00   1.7039E+00
   2.9953E+00   1.7039E+00
   2.9953E+00   1.7039E+00
   2.9953E+00   1.7039E+00
   2.9953E+00   1.7039E+00
   2.9953E+00   1.7039E+00
   2.9954E+00   1.7039E+00
   2.9955E+00   1.7038E+00
   2.9957E+00   1.7037E+00
   2.9960E+00   1.7036E+00
