# Trace from filein = ./62270n01                                                                                                                   
#   time        TE0                                                                                                                          
   2.4787E+00   1.6734E+00
   2.4787E+00   1.6734E+00
   2.4787E+00   1.6734E+00
   2.4787E+00   1.6734E+00
   2.4787E+00   1.6734E+00
   2.4787E+00   1.6735E+00
   2.4787E+00   1.6735E+00
   2.4787E+00   1.6735E+00
   2.4787E+00   1.6736E+00
   2.4788E+00   1.6737E+00
   2.4789E+00   1.6738E+00
   2.4790E+00   1.6740E+00
   2.4793E+00   1.6744E+00
   2.4797E+00   1.6750E+00
   2.4804E+00   1.6762E+00
   2.4804E+00   1.6762E+00
   2.4804E+00   1.6762E+00
   2.4804E+00   1.6762E+00
   2.4804E+00   1.6762E+00
   2.4804E+00   1.6762E+00
   2.4804E+00   1.6762E+00
   2.4805E+00   1.6762E+00
   2.4805E+00   1.6762E+00
   2.4805E+00   1.6763E+00
   2.4805E+00   1.6764E+00
   2.4806E+00   1.6765E+00
   2.4808E+00   1.6767E+00
   2.4810E+00   1.6770E+00
   2.4814E+00   1.6780E+00
   2.4817E+00   1.6788E+00
   2.4823E+00   1.6802E+00
   2.4832E+00   1.6827E+00
   2.4832E+00   1.6827E+00
   2.4832E+00   1.6827E+00
   2.4833E+00   1.6827E+00
   2.4833E+00   1.6827E+00
   2.4833E+00   1.6827E+00
   2.4833E+00   1.6827E+00
   2.4833E+00   1.6827E+00
   2.4833E+00   1.6828E+00
   2.4833E+00   1.6829E+00
   2.4834E+00   1.6830E+00
   2.4835E+00   1.6833E+00
   2.4837E+00   1.6837E+00
   2.4840E+00   1.6846E+00
   2.4846E+00   1.6860E+00
   2.4851E+00   1.6872E+00
   2.4855E+00   1.6882E+00
   2.4859E+00   1.6890E+00
   2.4865E+00   1.6903E+00
   2.4865E+00   1.6903E+00
   2.4865E+00   1.6903E+00
   2.4865E+00   1.6903E+00
   2.4865E+00   1.6903E+00
   2.4865E+00   1.6903E+00
   2.4865E+00   1.6903E+00
   2.4865E+00   1.6904E+00
   2.4866E+00   1.6905E+00
   2.4866E+00   1.6906E+00
   2.4867E+00   1.6909E+00
   2.4869E+00   1.6912E+00
