# Trace from filein = ./62270n01                                                                                                                   
#   time        TE0                                                                                                                          
   2.4921E+00   1.6970E+00
   2.4921E+00   1.6970E+00
   2.4921E+00   1.6971E+00
   2.4921E+00   1.6971E+00
   2.4922E+00   1.6972E+00
   2.4922E+00   1.6972E+00
   2.4923E+00   1.6973E+00
   2.4925E+00   1.6976E+00
   2.4927E+00   1.6982E+00
   2.4932E+00   1.6991E+00
   2.4941E+00   1.7009E+00
   2.4955E+00   1.7039E+00
   2.4980E+00   1.7091E+00
   2.5022E+00   1.7172E+00
   2.5095E+00   1.7290E+00
   2.5170E+00   1.7395E+00
   2.5245E+00   1.7489E+00
   2.5320E+00   1.7573E+00
   2.5395E+00   1.6294E+00
   2.5470E+00   1.6503E+00
   2.5545E+00   1.6679E+00
   2.5620E+00   1.6832E+00
   2.5695E+00   1.6968E+00
   2.5770E+00   1.7091E+00
   2.5845E+00   1.7203E+00
   2.5920E+00   1.7306E+00
   2.5995E+00   1.7450E+00
   2.6070E+00   1.7585E+00
   2.6145E+00   1.6379E+00
   2.6190E+00   1.6530E+00
   2.6216E+00   1.6603E+00
   2.6248E+00   1.6695E+00
   2.6288E+00   1.6811E+00
   2.6358E+00   1.6996E+00
   2.6432E+00   1.7172E+00
   2.6507E+00   1.7327E+00
   2.6583E+00   1.7466E+00
   2.6658E+00   1.7592E+00
   2.6732E+00   1.7707E+00
   2.6807E+00   1.7811E+00
   2.6883E+00   1.6233E+00
   2.6957E+00   1.6509E+00
   2.7032E+00   1.6743E+00
   2.7108E+00   1.6945E+00
   2.7183E+00   1.7092E+00
   2.7257E+00   1.7214E+00
   2.7332E+00   1.7317E+00
   2.7408E+00   1.7405E+00
   2.7483E+00   1.7482E+00
   2.7557E+00   1.7550E+00
   2.7633E+00   1.5897E+00
   2.7708E+00   1.6159E+00
   2.7778E+00   1.6366E+00
   2.7853E+00   1.6555E+00
   2.7928E+00   1.6719E+00
   2.7976E+00   1.6812E+00
   2.8018E+00   1.6889E+00
   2.8054E+00   1.6951E+00
   2.8088E+00   1.7006E+00
   2.8146E+00   1.7101E+00
   2.8221E+00   1.7215E+00
   2.8296E+00   1.7318E+00
   2.8371E+00   1.5833E+00
   2.8446E+00   1.6115E+00
   2.8521E+00   1.6358E+00
   2.8596E+00   1.6571E+00
   2.8671E+00   1.6762E+00
   2.8746E+00   1.6934E+00
   2.8821E+00   1.7090E+00
   2.8896E+00   1.7233E+00
   2.8971E+00   1.7364E+00
   2.9046E+00   1.7484E+00
   2.9121E+00   1.5847E+00
   2.9194E+00   1.6140E+00
   2.9264E+00   1.6380E+00
   2.9339E+00   1.6602E+00
   2.9414E+00   1.6796E+00
   2.9489E+00   1.6968E+00
   2.9564E+00   1.7123E+00
   2.9639E+00   1.7263E+00
   2.9714E+00   1.7390E+00
   2.9789E+00   1.7514E+00
   2.9864E+00   1.5762E+00
   2.9933E+00   1.6068E+00
   2.9998E+00   1.6316E+00
   3.0073E+00   1.6560E+00
   3.0148E+00   1.6774E+00
   3.0199E+00   1.6904E+00
   3.0238E+00   1.6995E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7061E+00
   3.0268E+00   1.7062E+00
   3.0268E+00   1.7062E+00
   3.0269E+00   1.7063E+00
   3.0269E+00   1.7065E+00
   3.0270E+00   1.7067E+00
   3.0272E+00   1.7072E+00
   3.0274E+00   1.7080E+00
   3.0279E+00   1.7093E+00
   3.0283E+00   1.7104E+00
   3.0285E+00   1.7111E+00
   3.0290E+00   1.7123E+00
   3.0293E+00   1.7131E+00
   3.0299E+00   1.7145E+00
   3.0303E+00   1.7155E+00
   3.0305E+00   1.7161E+00
   3.0310E+00   1.7173E+00
   3.0313E+00   1.7181E+00
   3.0319E+00   1.7195E+00
   3.0324E+00   1.7205E+00
   3.0327E+00   1.7212E+00
   3.0332E+00   1.7224E+00
   3.0336E+00   1.7232E+00
   3.0338E+00   1.7238E+00
   3.0343E+00   1.7248E+00
   3.0346E+00   1.7256E+00
   3.0352E+00   1.7268E+00
   3.0356E+00   1.7273E+00
   3.0359E+00   1.7275E+00
   3.0363E+00   1.7278E+00
   3.0367E+00   1.7282E+00
   3.0371E+00   1.7287E+00
   3.0374E+00   1.7290E+00
   3.0378E+00   1.7294E+00
   3.0380E+00   1.7297E+00
   3.0384E+00   1.7302E+00
   3.0390E+00   1.7309E+00
   3.0395E+00   1.7316E+00
   3.0399E+00   1.7322E+00
   3.0404E+00   1.7328E+00
   3.0406E+00   1.7333E+00
   3.0412E+00   1.7340E+00
   3.0415E+00   1.7344E+00
   3.0419E+00   1.7351E+00
   3.0422E+00   1.7355E+00
   3.0426E+00   1.7360E+00
   3.0428E+00   1.7364E+00
   3.0429E+00   1.7368E+00
   3.0431E+00   1.7372E+00
   3.0434E+00   1.7379E+00
   3.0439E+00   1.7390E+00
   3.0441E+00   1.7396E+00
   3.0445E+00   1.7405E+00
   3.0450E+00   1.7414E+00
   3.0456E+00   1.7425E+00
   3.0462E+00   1.7437E+00
   3.0464E+00   1.7441E+00
   3.0468E+00   1.7448E+00
   3.0471E+00   1.7452E+00
   3.0474E+00   1.7459E+00
   3.0477E+00   1.7463E+00
   3.0480E+00   1.7469E+00
   3.0483E+00   1.7473E+00
   3.0487E+00   1.7479E+00
   3.0489E+00   1.7483E+00
   3.0493E+00   1.7489E+00
   3.0495E+00   1.7493E+00
   3.0499E+00   1.7498E+00
   3.0503E+00   1.7505E+00
   3.0505E+00   1.7507E+00
   3.0505E+00   1.5460E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5459E+00
   3.0505E+00   1.5458E+00
   3.0506E+00   1.5458E+00
   3.0506E+00   1.5458E+00
   3.0506E+00   1.5458E+00
   3.0506E+00   1.5457E+00
   3.0506E+00   1.5457E+00
   3.0506E+00   1.5457E+00
   3.0506E+00   1.5456E+00
   3.0506E+00   1.5455E+00
   3.0506E+00   1.5455E+00
   3.0506E+00   1.5454E+00
   3.0506E+00   1.5454E+00
   3.0506E+00   1.5454E+00
   3.0506E+00   1.5454E+00
   3.0506E+00   1.5454E+00
   3.0506E+00   1.5454E+00
   3.0506E+00   1.5454E+00
   3.0506E+00   1.5454E+00
   3.0506E+00   1.5454E+00
   3.0507E+00   1.5454E+00
   3.0507E+00   1.5455E+00
   3.0507E+00   1.5455E+00
   3.0507E+00   1.5455E+00
   3.0507E+00   1.5455E+00
   3.0508E+00   1.5456E+00
   3.0508E+00   1.5456E+00
   3.0508E+00   1.5457E+00
   3.0508E+00   1.5458E+00
   3.0509E+00   1.5459E+00
   3.0509E+00   1.5460E+00
   3.0509E+00   1.5461E+00
   3.0510E+00   1.5463E+00
   3.0510E+00   1.5464E+00
   3.0510E+00   1.5464E+00
   3.0511E+00   1.5466E+00
   3.0511E+00   1.5467E+00
   3.0511E+00   1.5469E+00
   3.0512E+00   1.5470E+00
   3.0512E+00   1.5473E+00
   3.0513E+00   1.5475E+00
   3.0514E+00   1.5479E+00
   3.0515E+00   1.5482E+00
   3.0516E+00   1.5487E+00
   3.0517E+00   1.5493E+00
   3.0519E+00   1.5500E+00
   3.0519E+00   1.5500E+00
   3.0519E+00   1.5501E+00
   3.0519E+00   1.5502E+00
   3.0519E+00   1.5503E+00
   3.0520E+00   1.5504E+00
   3.0520E+00   1.5505E+00
   3.0520E+00   1.5507E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5510E+00
   3.0521E+00   1.5511E+00
   3.0522E+00   1.5511E+00
   3.0522E+00   1.5511E+00
   3.0522E+00   1.5511E+00
   3.0522E+00   1.5511E+00
   3.0522E+00   1.5511E+00
   3.0522E+00   1.5511E+00
   3.0522E+00   1.5512E+00
   3.0522E+00   1.5512E+00
   3.0522E+00   1.5512E+00
   3.0523E+00   1.5512E+00
   3.0523E+00   1.5513E+00
   3.0523E+00   1.5514E+00
   3.0524E+00   1.5516E+00
   3.0525E+00   1.5518E+00
   3.0525E+00   1.5520E+00
   3.0526E+00   1.5523E+00
   3.0528E+00   1.5529E+00
   3.0529E+00   1.5531E+00
   3.0529E+00   1.5533E+00
   3.0530E+00   1.5537E+00
   3.0531E+00   1.5540E+00
   3.0533E+00   1.5545E+00
   3.0535E+00   1.5555E+00
   3.0539E+00   1.5570E+00
   3.0543E+00   1.5589E+00
   3.0545E+00   1.5598E+00
   3.0548E+00   1.5613E+00
   3.0550E+00   1.5621E+00
   3.0554E+00   1.5636E+00
   3.0556E+00   1.5645E+00
   3.0559E+00   1.5660E+00
   3.0561E+00   1.5671E+00
   3.0563E+00   1.5684E+00
   3.0566E+00   1.5706E+00
   3.0568E+00   1.5718E+00
   3.0572E+00   1.5738E+00
   3.0573E+00   1.5750E+00
   3.0577E+00   1.5769E+00
   3.0582E+00   1.5799E+00
   3.0584E+00   1.5813E+00
   3.0588E+00   1.5836E+00
   3.0594E+00   1.5866E+00
   3.0598E+00   1.5889E+00
   3.0600E+00   1.5903E+00
   3.0603E+00   1.5921E+00
   3.0605E+00   1.5932E+00
   3.0608E+00   1.5946E+00
   3.0612E+00   1.5969E+00
   3.0615E+00   1.5982E+00
   3.0618E+00   1.5998E+00
   3.0623E+00   1.6024E+00
   3.0626E+00   1.6039E+00
   3.0629E+00   1.6055E+00
   3.0635E+00   1.6082E+00
   3.0638E+00   1.6098E+00
   3.0643E+00   1.6124E+00
   3.0646E+00   1.6135E+00
   3.0647E+00   1.6142E+00
   3.0647E+00   1.6144E+00
   3.0648E+00   1.6145E+00
   3.0648E+00   1.6146E+00
   3.0648E+00   1.6147E+00
   3.0649E+00   1.6149E+00
   3.0649E+00   1.6152E+00
   3.0650E+00   1.6158E+00
   3.0652E+00   1.6167E+00
   3.0655E+00   1.6178E+00
   3.0657E+00   1.6188E+00
   3.0659E+00   1.6197E+00
   3.0662E+00   1.6210E+00
   3.0667E+00   1.6232E+00
   3.0670E+00   1.6244E+00
   3.0672E+00   1.6250E+00
   3.0673E+00   1.6254E+00
   3.0674E+00   1.6257E+00
   3.0675E+00   1.6263E+00
   3.0678E+00   1.6272E+00
   3.0682E+00   1.6287E+00
   3.0685E+00   1.6295E+00
   3.0689E+00   1.6310E+00
   3.0692E+00   1.6319E+00
   3.0695E+00   1.6331E+00
   3.0697E+00   1.6338E+00
   3.0701E+00   1.6348E+00
   3.0703E+00   1.6355E+00
   3.0706E+00   1.6367E+00
   3.0712E+00   1.6384E+00
   3.0714E+00   1.6392E+00
   3.0718E+00   1.6404E+00
   3.0720E+00   1.6411E+00
   3.0724E+00   1.6423E+00
   3.0727E+00   1.6430E+00
   3.0730E+00   1.6438E+00
   3.0735E+00   1.6450E+00
   3.0737E+00   1.6455E+00
   3.0739E+00   1.6461E+00
   3.0744E+00   1.6471E+00
   3.0746E+00   1.6477E+00
   3.0750E+00   1.6487E+00
   3.0753E+00   1.6494E+00
   3.0758E+00   1.6504E+00
   3.0760E+00   1.6511E+00
   3.0765E+00   1.6522E+00
   3.0768E+00   1.6527E+00
   3.0771E+00   1.6536E+00
   3.0777E+00   1.6548E+00
   3.0779E+00   1.6552E+00
   3.0782E+00   1.6560E+00
   3.0784E+00   1.6565E+00
   3.0787E+00   1.6572E+00
   3.0793E+00   1.6584E+00
   3.0795E+00   1.6592E+00
   3.0800E+00   1.6605E+00
   3.0802E+00   1.6611E+00
   3.0805E+00   1.6619E+00
   3.0806E+00   1.6624E+00
   3.0809E+00   1.6633E+00
   3.0815E+00   1.6648E+00
   3.0818E+00   1.6657E+00
   3.0824E+00   1.6672E+00
   3.0828E+00   1.6682E+00
   3.0830E+00   1.6687E+00
   3.0833E+00   1.6697E+00
   3.0835E+00   1.6702E+00
   3.0839E+00   1.6712E+00
   3.0842E+00   1.6717E+00
   3.0845E+00   1.6727E+00
   3.0847E+00   1.6732E+00
   3.0852E+00   1.6742E+00
   3.0854E+00   1.6747E+00
   3.0858E+00   1.6757E+00
   3.0860E+00   1.6763E+00
   3.0861E+00   1.6766E+00
   3.0863E+00   1.6770E+00
   3.0866E+00   1.6778E+00
   3.0869E+00   1.6786E+00
   3.0873E+00   1.6796E+00
   3.0873E+00   1.6797E+00
   3.0873E+00   1.6797E+00
   3.0874E+00   1.6799E+00
   3.0874E+00   1.6800E+00
   3.0875E+00   1.6801E+00
   3.0875E+00   1.6802E+00
   3.0875E+00   1.6803E+00
   3.0875E+00   1.6803E+00
   3.0875E+00   1.6803E+00
   3.0875E+00   1.6803E+00
   3.0875E+00   1.6803E+00
   3.0875E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0876E+00   1.6804E+00
   3.0877E+00   1.6804E+00
   3.0877E+00   1.6804E+00
   3.0877E+00   1.6804E+00
   3.0877E+00   1.6805E+00
   3.0877E+00   1.6805E+00
   3.0878E+00   1.6805E+00
   3.0879E+00   1.6805E+00
   3.0880E+00   1.6805E+00
   3.0883E+00   1.6806E+00
   3.0886E+00   1.6809E+00
   3.0886E+00   1.6809E+00
   3.0886E+00   1.6810E+00
   3.0886E+00   1.6810E+00
   3.0886E+00   1.6810E+00
   3.0886E+00   1.6811E+00
   3.0887E+00   1.6811E+00
   3.0887E+00   1.6812E+00
   3.0887E+00   1.6814E+00
   3.0888E+00   1.6816E+00
   3.0889E+00   1.6818E+00
   3.0890E+00   1.6821E+00
   3.0891E+00   1.6824E+00
   3.0891E+00   1.6824E+00
   3.0891E+00   1.6825E+00
   3.0892E+00   1.6827E+00
   3.0892E+00   1.6828E+00
   3.0892E+00   1.6828E+00
   3.0893E+00   1.6829E+00
   3.0893E+00   1.6829E+00
   3.0893E+00   1.6830E+00
   3.0894E+00   1.6832E+00
   3.0895E+00   1.6835E+00
   3.0896E+00   1.6838E+00
   3.0896E+00   1.6839E+00
   3.0897E+00   1.6841E+00
   3.0897E+00   1.6841E+00
   3.0897E+00   1.6841E+00
   3.0897E+00   1.6842E+00
   3.0898E+00   1.6842E+00
   3.0898E+00   1.6843E+00
   3.0898E+00   1.6844E+00
   3.0899E+00   1.6845E+00
   3.0900E+00   1.6847E+00
   3.0901E+00   1.6852E+00
   3.0902E+00   1.6853E+00
   3.0902E+00   1.6854E+00
   3.0903E+00   1.6856E+00
   3.0904E+00   1.6859E+00
   3.0905E+00   1.6861E+00
   3.0905E+00   1.6862E+00
   3.0906E+00   1.6866E+00
   3.0907E+00   1.6868E+00
   3.0909E+00   1.6872E+00
   3.0911E+00   1.6879E+00
   3.0916E+00   1.6892E+00
   3.0924E+00   1.6914E+00
   3.0924E+00   1.6914E+00
   3.0924E+00   1.6915E+00
   3.0924E+00   1.6915E+00
   3.0924E+00   1.6915E+00
   3.0924E+00   1.6915E+00
   3.0924E+00   1.6915E+00
   3.0924E+00   1.6915E+00
   3.0924E+00   1.6916E+00
   3.0924E+00   1.6917E+00
   3.0925E+00   1.6918E+00
   3.0926E+00   1.6920E+00
   3.0927E+00   1.6924E+00
   3.0929E+00   1.6930E+00
   3.0933E+00   1.6941E+00
   3.0940E+00   1.6960E+00
   3.0940E+00   1.6960E+00
   3.0940E+00   1.6960E+00
   3.0940E+00   1.6960E+00
   3.0940E+00   1.6960E+00
   3.0940E+00   1.6960E+00
   3.0940E+00   1.6961E+00
   3.0940E+00   1.6961E+00
   3.0940E+00   1.6962E+00
   3.0941E+00   1.6964E+00
   3.0942E+00   1.6967E+00
   3.0943E+00   1.6972E+00
   3.0945E+00   1.6979E+00
   3.0948E+00   1.6988E+00
   3.0952E+00   1.6999E+00
   3.0954E+00   1.7006E+00
   3.0958E+00   1.7018E+00
   3.0960E+00   1.7025E+00
   3.0964E+00   1.7037E+00
   3.0966E+00   1.7043E+00
   3.0970E+00   1.7055E+00
   3.0975E+00   1.7069E+00
   3.0977E+00   1.7076E+00
   3.0981E+00   1.7087E+00
   3.0984E+00   1.7093E+00
   3.0988E+00   1.7105E+00
   3.0990E+00   1.7111E+00
   3.0994E+00   1.7121E+00
   3.0996E+00   1.7128E+00
   3.1000E+00   1.7136E+00
   3.1001E+00   1.7141E+00
   3.1004E+00   1.7149E+00
   3.1010E+00   1.7162E+00
   3.1013E+00   1.7172E+00
   3.1016E+00   1.7180E+00
   3.1021E+00   1.7192E+00
   3.1025E+00   1.7202E+00
   3.1028E+00   1.7209E+00
   3.1033E+00   1.7222E+00
   3.1037E+00   1.7232E+00
   3.1041E+00   1.7239E+00
   3.1046E+00   1.7253E+00
   3.1051E+00   1.7263E+00
   3.1054E+00   1.7271E+00
   3.1058E+00   1.7278E+00
   3.1063E+00   1.7290E+00
   3.1067E+00   1.7300E+00
   3.1070E+00   1.7307E+00
   3.1073E+00   1.7314E+00
   3.1079E+00   1.7326E+00
   3.1082E+00   1.7334E+00
   3.1085E+00   1.7340E+00
   3.1089E+00   1.7350E+00
   3.1093E+00   1.7356E+00
   3.1098E+00   1.7368E+00
   3.1102E+00   1.7376E+00
   3.1105E+00   1.7381E+00
   3.1109E+00   1.7390E+00
   3.1112E+00   1.7397E+00
   3.1118E+00   1.7407E+00
   3.1122E+00   1.7415E+00
   3.1124E+00   1.7420E+00
   3.1129E+00   1.7428E+00
   3.1132E+00   1.7434E+00
   3.1137E+00   1.7443E+00
   3.1141E+00   1.7450E+00
   3.1143E+00   1.7454E+00
   3.1148E+00   1.7461E+00
   3.1155E+00   1.7470E+00
   3.1164E+00   1.7478E+00
   3.1179E+00   1.7488E+00
   3.1205E+00   1.7493E+00
   3.1250E+00   1.7484E+00
   3.1325E+00   1.5481E+00
   3.1400E+00   1.5710E+00
   3.1475E+00   1.5898E+00
   3.1550E+00   1.6068E+00
   3.1610E+00   1.6199E+00
   3.1685E+00   1.6357E+00
   3.1760E+00   1.6506E+00
   3.1835E+00   1.6639E+00
   3.1910E+00   1.6763E+00
   3.1985E+00   1.6880E+00
   3.2060E+00   1.5707E+00
   3.2135E+00   1.5890E+00
   3.2204E+00   1.6026E+00
   3.2279E+00   1.6488E+00
   3.2354E+00   1.6913E+00
   3.2429E+00   1.7313E+00
   3.2475E+00   1.7517E+00
   3.2502E+00   1.7649E+00
   3.2522E+00   1.7874E+00
   3.2556E+00   1.8327E+00
   3.2616E+00   1.9202E+00
   3.2691E+00   2.0329E+00
   3.2766E+00   2.1398E+00
   3.2841E+00   1.9755E+00
   3.2916E+00   2.0908E+00
   3.2991E+00   2.1972E+00
   3.3066E+00   2.2975E+00
   3.3141E+00   2.3898E+00
   3.3216E+00   2.4772E+00
   3.3291E+00   2.5599E+00
   3.3366E+00   2.6371E+00
   3.3441E+00   2.7080E+00
   3.3516E+00   2.7974E+00
   3.3591E+00   2.4317E+00
   3.3666E+00   2.5373E+00
   3.3741E+00   2.6272E+00
   3.3816E+00   2.7076E+00
   3.3891E+00   2.7813E+00
   3.3966E+00   2.8484E+00
   3.4041E+00   2.9116E+00
   3.4116E+00   2.9716E+00
   3.4191E+00   3.0299E+00
   3.4266E+00   3.0853E+00
   3.4341E+00   2.5896E+00
   3.4416E+00   2.6900E+00
   3.4491E+00   2.7772E+00
   3.4566E+00   2.8557E+00
   3.4641E+00   2.9257E+00
   3.4716E+00   2.9890E+00
   3.4791E+00   3.0462E+00
   3.4866E+00   3.1203E+00
   3.4941E+00   3.1866E+00
   3.5016E+00   3.2463E+00
   3.5091E+00   3.2993E+00
   3.5166E+00   3.3453E+00
   3.5241E+00   3.3843E+00
   3.5261E+00   3.3942E+00
   3.5274E+00   3.4003E+00
   3.5274E+00   3.4001E+00
   3.5274E+00   3.4001E+00
   3.5274E+00   3.4001E+00
   3.5274E+00   3.4001E+00
   3.5274E+00   3.4001E+00
   3.5274E+00   3.4001E+00
   3.5274E+00   3.4001E+00
   3.5274E+00   3.4001E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.4000E+00
   3.5274E+00   3.3999E+00
   3.5274E+00   3.3999E+00
   3.5274E+00   3.3998E+00
   3.5274E+00   3.3997E+00
   3.5274E+00   3.3997E+00
   3.5274E+00   3.3996E+00
   3.5274E+00   3.3996E+00
   3.5274E+00   3.3996E+00
   3.5274E+00   3.3996E+00
